INFO probing 16 findings
INFO probes | brst shards=[2] | 42 samples (0 done)
INFO   [  1/ 42] 002  16/16 probes  | ETA 0.48h
INFO   [ 38/ 42] 224  16/16 probes  | ETA 0.03h
INFO   [ 39/ 42] 230  16/16 probes  | ETA 0.02h
INFO   [ 40/ 42] 236  16/16 probes  | ETA 0.01h
INFO   [ 41/ 42] 242  16/16 probes  | ETA 0.01h
INFO   [ 42/ 42] 248  16/16 probes  | ETA 0.00h
INFO Done in 16.9 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/maskring_p2_brst_2.jsonl
INFO probing 16 findings
INFO probes | brst shards=[2] | 42 samples (0 done)
INFO   [  1/ 42] 002  16/16 probes  | ETA 0.13h
INFO   [  2/ 42] 008  16/16 probes  | ETA 0.12h
INFO   [  3/ 42] 014  16/16 probes  | ETA 0.12h
INFO   [  4/ 42] 020  16/16 probes  | ETA 0.12h
INFO   [  5/ 42] 026  16/16 probes  | ETA 0.11h
INFO   [  6/ 42] 032  16/16 probes  | ETA 0.11h
INFO   [  7/ 42] 038  16/16 probes  | ETA 0.11h
INFO   [  8/ 42] 044  16/16 probes  | ETA 0.10h
INFO   [  9/ 42] 050  16/16 probes  | ETA 0.10h
INFO   [ 10/ 42] 056  16/16 probes  | ETA 0.10h
INFO   [ 11/ 42] 062  16/16 probes  | ETA 0.10h
INFO   [ 12/ 42] 068  16/16 probes  | ETA 0.09h
INFO   [ 13/ 42] 074  16/16 probes  | ETA 0.09h
INFO   [ 14/ 42] 080  16/16 probes  | ETA 0.09h
INFO   [ 15/ 42] 086  16/16 probes  | ETA 0.08h
INFO   [ 16/ 42] 092  16/16 probes  | ETA 0.08h
INFO   [ 17/ 42] 098  16/16 probes  | ETA 0.08h
INFO   [ 18/ 42] 104  16/16 probes  | ETA 0.07h
INFO   [ 19/ 42] 110  16/16 probes  | ETA 0.07h
INFO   [ 20/ 42] 116  16/16 probes  | ETA 0.07h
INFO   [ 21/ 42] 122  16/16 probes  | ETA 0.06h
INFO   [ 22/ 42] 128  16/16 probes  | ETA 0.06h
INFO   [ 23/ 42] 134  16/16 probes  | ETA 0.06h
INFO   [ 24/ 42] 140  16/16 probes  | ETA 0.06h
INFO   [ 25/ 42] 146  16/16 probes  | ETA 0.05h
INFO   [ 26/ 42] 152  16/16 probes  | ETA 0.05h
INFO   [ 27/ 42] 158  16/16 probes  | ETA 0.05h
INFO   [ 28/ 42] 164  16/16 probes  | ETA 0.04h
INFO   [ 29/ 42] 170  16/16 probes  | ETA 0.04h
INFO   [ 30/ 42] 176  16/16 probes  | ETA 0.04h
INFO   [ 31/ 42] 182  16/16 probes  | ETA 0.03h
INFO   [ 32/ 42] 188  16/16 probes  | ETA 0.03h
INFO   [ 33/ 42] 194  16/16 probes  | ETA 0.03h
INFO   [ 34/ 42] 200  16/16 probes  | ETA 0.02h
INFO   [ 35/ 42] 206  16/16 probes  | ETA 0.02h
INFO   [ 36/ 42] 212  16/16 probes  | ETA 0.02h
INFO   [ 37/ 42] 218  16/16 probes  | ETA 0.02h
INFO   [ 38/ 42] 224  16/16 probes  | ETA 0.01h
INFO   [ 39/ 42] 230  16/16 probes  | ETA 0.01h
INFO   [ 40/ 42] 236  16/16 probes  | ETA 0.01h
INFO   [ 41/ 42] 242  16/16 probes  | ETA 0.00h
INFO   [ 42/ 42] 248  16/16 probes  | ETA 0.00h
INFO Done in 7.8 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/maskring_p3_brst_2.jsonl
