INFO probing 16 findings
INFO probes | brst shards=[3] | 42 samples (0 done)
INFO   [  1/ 42] 003  16/16 probes  | ETA 0.16h
INFO   [  2/ 42] 009  16/16 probes  | ETA 0.13h
INFO   [  3/ 42] 015  16/16 probes  | ETA 0.11h
INFO   [  4/ 42] 021  16/16 probes  | ETA 0.11h
INFO   [  5/ 42] 027  16/16 probes  | ETA 0.10h
INFO   [  6/ 42] 033  16/16 probes  | ETA 0.09h
INFO   [  7/ 42] 039  16/16 probes  | ETA 0.09h
INFO   [  8/ 42] 045  16/16 probes  | ETA 0.09h
INFO   [  9/ 42] 051  16/16 probes  | ETA 0.08h
INFO   [ 10/ 42] 057  16/16 probes  | ETA 0.08h
INFO   [ 11/ 42] 063  16/16 probes  | ETA 0.08h
INFO   [ 12/ 42] 069  16/16 probes  | ETA 0.08h
INFO   [ 13/ 42] 075  16/16 probes  | ETA 0.07h
INFO   [ 14/ 42] 081  16/16 probes  | ETA 0.07h
INFO   [ 15/ 42] 087  16/16 probes  | ETA 0.07h
INFO   [ 16/ 42] 093  16/16 probes  | ETA 0.06h
INFO   [ 17/ 42] 099  16/16 probes  | ETA 0.06h
INFO   [ 18/ 42] 105  16/16 probes  | ETA 0.06h
INFO   [ 19/ 42] 111  16/16 probes  | ETA 0.06h
INFO   [ 20/ 42] 117  16/16 probes  | ETA 0.05h
INFO   [ 21/ 42] 123  16/16 probes  | ETA 0.05h
INFO   [ 22/ 42] 129  16/16 probes  | ETA 0.05h
INFO   [ 23/ 42] 135  16/16 probes  | ETA 0.05h
INFO   [ 24/ 42] 141  16/16 probes  | ETA 0.04h
INFO   [ 25/ 42] 147  16/16 probes  | ETA 0.04h
INFO   [ 26/ 42] 153  16/16 probes  | ETA 0.04h
INFO   [ 27/ 42] 159  16/16 probes  | ETA 0.04h
INFO   [ 28/ 42] 165  16/16 probes  | ETA 0.03h
INFO   [ 29/ 42] 171  16/16 probes  | ETA 0.03h
INFO   [ 30/ 42] 177  16/16 probes  | ETA 0.03h
INFO   [ 31/ 42] 183  16/16 probes  | ETA 0.03h
INFO   [ 32/ 42] 189  16/16 probes  | ETA 0.02h
INFO   [ 33/ 42] 195  16/16 probes  | ETA 0.02h
INFO   [ 34/ 42] 201  16/16 probes  | ETA 0.02h
INFO   [ 35/ 42] 207  16/16 probes  | ETA 0.02h
INFO   [ 36/ 42] 213  16/16 probes  | ETA 0.01h
INFO   [ 37/ 42] 219  16/16 probes  | ETA 0.01h
INFO   [ 38/ 42] 225  16/16 probes  | ETA 0.01h
INFO   [ 39/ 42] 231  16/16 probes  | ETA 0.01h
INFO   [ 40/ 42] 237  16/16 probes  | ETA 0.00h
INFO   [ 41/ 42] 243  16/16 probes  | ETA 0.00h
INFO   [ 42/ 42] 249  16/16 probes  | ETA 0.00h
INFO Done in 6.1 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/maskdim_p2_brst_3.jsonl
INFO probing 16 findings
INFO probes | brst shards=[3] | 42 samples (0 done)
INFO   [  1/ 42] 003  16/16 probes  | ETA 0.08h
INFO   [  2/ 42] 009  16/16 probes  | ETA 0.08h
INFO   [  3/ 42] 015  16/16 probes  | ETA 0.08h
INFO   [  4/ 42] 021  16/16 probes  | ETA 0.07h
INFO   [  5/ 42] 027  16/16 probes  | ETA 0.07h
INFO   [  6/ 42] 033  16/16 probes  | ETA 0.07h
INFO   [  7/ 42] 039  16/16 probes  | ETA 0.07h
INFO   [  8/ 42] 045  16/16 probes  | ETA 0.07h
INFO   [  9/ 42] 051  16/16 probes  | ETA 0.06h
INFO   [ 10/ 42] 057  16/16 probes  | ETA 0.06h
